id,nome,cpf,email,telefone,data_nascimento
36,D*** Costa,352.***.***-**,b*************@example.net,6074,1963-07-17
39,B******* Vieira,748.***.***-**,h**************@example.com,3342,1963-12-12
85,V******** Machado,548.***.***-**,j*****************@example.net,3961,1963-04-06
164,Y** Costa,123.***.***-**,l******@example.net,7795,1963-10-23
208,K**** Neves,340.***.***-**,i*********@example.net,8394,1963-03-05
250,T*** Nogueira,328.***.***-**,d*****************@example.org,3529,1963-06-07
255,D*** Duarte,123.***.***-**,k**********@example.net,3007,1963-04-07
331,S** Novais,368.***.***-**,k*******@example.org,1562,1963-06-08
358,L*** Araújo,745.***.***-**,a*********@example.net,1169,1963-01-22
369,I***** Melo,238.***.***-**,m********@example.net,7349,1963-11-09
382,L**** Siqueira,865.***.***-**,m***********@example.net,6501,1963-10-02
409,F***** Monteiro,516.***.***-**,l*******@example.net,5497,1963-12-18
425,V****** Cavalcante,239.***.***-**,a************@example.net,9057,1963-03-14
622,A** Brito,059.***.***-**,g***********@example.org,0049,1963-11-17
640,J*** Oliveira,308.***.***-**,f********@example.org,6369,1963-03-29
711,L*** Melo,718.***.***-**,e*******@example.org,1668,1963-11-26
766,M**** Sampaio,908.***.***-**,m******@example.org,7410,1963-12-08
901,D**** Aparecida,603.***.***-**,m*****@example.net,9345,1963-12-12
953,S** Correia,826.***.***-**,d****************@example.org,9662,1963-07-13
955,O*** Caldeira,081.***.***-**,p************@example.com,7532,1963-08-21
968,I**** Fernandes,378.***.***-**,d*****@example.org,2454,1963-01-07
970,D** Cavalcanti,584.***.***-**,c*********@example.org,0571,1963-02-10
1040,A** Aparecida,807.***.***-**,m***********@example.com,9165,1963-12-08
1069,S**** Monteiro,061.***.***-**,m*************************@example.com,4660,1963-12-18
1231,A******** Ferreira,184.***.***-**,z*********@example.org,4226,1963-08-12
1242,E******** Pacheco,768.***.***-**,d**********@example.org,9182,1963-11-07
1243,R*** Novaes,807.***.***-**,o*******@example.net,6516,1963-12-22
1373,R*** Azevedo,706.***.***-**,o*******@example.org,5740,1963-07-19
1412,S** Mata,653.***.***-**,w*******@example.net,3308,1963-04-04
1532,A***** Machado,207.***.***-**,a*******@example.net,3716,1963-05-14
1567,L*** Mendes,845.***.***-**,m**************@example.com,0723,1963-07-13
1597,S** Santos,250.***.***-**,p************@example.org,9163,1963-05-26
1654,M**** Moreira,590.***.***-**,m**********@example.com,2452,1963-06-05
1657,I******* Peixoto,784.***.***-**,b********@example.com,8198,1963-10-13
1698,H**** Cruz,810.***.***-**,o*******@example.org,8122,1963-03-29
1735,S** Rios,281.***.***-**,d******@example.org,4378,1963-07-09
1810,I****** Ramos,152.***.***-**,a**********@example.com,5197,1963-01-09
1910,C*** Aragão,932.***.***-**,l**************@example.org,7720,1963-08-02
1950,L*** Costela,136.***.***-**,v********@example.net,5473,1963-06-30
1991,B******* Silva,504.***.***-**,j************@example.org,0236,1963-03-13
