id,nome,cpf,email,telefone,data_nascimento
22,C***** Rios,192.***.***-**,a*****@example.com,8746,1959-04-03
104,L**** Sousa,708.***.***-**,m***********@example.net,2847,1959-12-26
196,S** Rocha,856.***.***-**,i********@example.com,7462,1959-12-13
222,S*** Teixeira,249.***.***-**,c*********@example.net,8812,1959-07-26
230,F******* Camargo,519.***.***-**,m********@example.com,1853,1959-05-09
309,P**** Neves,826.***.***-**,o*****@example.org,1567,1959-07-25
551,Í*** Guerra,298.***.***-**,v**********@example.net,1392,1959-05-10
605,J*** Montenegro,385.***.***-**,l********@example.com,8137,1959-07-04
658,E****** Aparecida,614.***.***-**,l********@example.org,7388,1959-05-31
837,B****** Sá,012.***.***-**,l*****@example.org,0964,1959-04-26
902,L**** Rodrigues,631.***.***-**,a**************@example.net,8310,1959-02-07
969,L**** Correia,976.***.***-**,e******@example.com,2712,1959-02-04
974,D** Alves,941.***.***-**,m********@example.org,2948,1959-03-13
1033,M**** Câmara,481.***.***-**,o******@example.net,6928,1959-07-04
1114,S**** Câmara,386.***.***-**,r********@example.com,0020,1959-04-19
1158,S*** Cirino,943.***.***-**,a******************@example.com,2699,1959-06-23
1188,B**** Moraes,701.***.***-**,g**************@example.com,2110,1959-01-16
1219,M****** Conceição,290.***.***-**,b****************@example.com,9952,1959-08-05
1271,D***** Sampaio,549.***.***-**,b**************@example.org,4418,1959-11-15
1349,D** Marques,412.***.***-**,l*******************@example.org,1836,1959-05-27
1400,D*** Cirino,853.***.***-**,p*************@example.com,8120,1959-12-06
1498,A***** Rodrigues,470.***.***-**,t*********@example.net,5468,1959-01-23
1574,D** Monteiro,613.***.***-**,v*********************@example.com,4078,1959-07-15
1611,C*** Moura,403.***.***-**,g********@example.org,0593,1959-02-10
1661,S**** Cavalcante,364.***.***-**,y*************@example.com,5734,1959-04-26
1736,D*** Peixoto,412.***.***-**,l********@example.com,8719,1959-03-29
1743,M******* Cardoso,249.***.***-**,p*****@example.net,8182,1959-04-10
2068,V******* Araújo,278.***.***-**,f**************@example.net,5812,1959-04-16
2115,M****** Pacheco,425.***.***-**,n**********@example.org,7195,1959-03-16
2127,L**** Ramos,403.***.***-**,d*************@example.net,3605,1959-12-02
2285,B******* Sales,496.***.***-**,d*************@example.org,4274,1959-03-24
2320,L*** Siqueira,793.***.***-**,i*********@example.org,8015,1959-09-09
2327,H****** Borges,527.***.***-**,t*********@example.org,9375,1959-08-09
2348,I******* Fonseca,652.***.***-**,j***************@example.net,4646,1959-04-24
2368,L**** Abreu,590.***.***-**,b******@example.com,0284,1959-11-28
2370,D** Ferreira,841.***.***-**,o*******@example.com,5246,1959-06-11
2525,Y*** Sá,589.***.***-**,m******@example.net,0785,1959-03-14
2545,P**** Albuquerque,630.***.***-**,r*****@example.net,1911,1959-11-16
2554,Á***** Grande,768.***.***-**,b*********@example.net,2091,1959-01-22
2677,S*** Fonseca,491.***.***-**,a*********@example.com,6288,1959-07-10
2752,J*** Fogaça,367.***.***-**,a**********@example.net,4129,1959-02-11
2781,M**** Mendes,216.***.***-**,m************@example.net,9046,1959-11-05
2796,O*** Vargas,389.***.***-**,m**************@example.net,7284,1959-02-13
2812,J**** Carvalho,372.***.***-**,p*************@example.com,6921,1959-07-13
2998,G****** Peixoto,985.***.***-**,a*******@example.net,7985,1959-03-22
3108,M**** Dias,527.***.***-**,g*********@example.net,7803,1959-03-28
3115,S**** Carvalho,850.***.***-**,a************@example.net,0101,1959-07-19
3130,L**** Rocha,051.***.***-**,g*******************@example.org,9625,1959-05-26
3275,S******* Almeida,410.***.***-**,a******@example.org,5926,1959-06-15
3371,R*** Ferreira,402.***.***-**,f*******@example.org,2169,1959-11-22
3405,J*** Conceição,162.***.***-**,i******@example.com,5173,1959-05-15
3438,S****** Rocha,187.***.***-**,w***********@example.org,7754,1959-12-06
3464,D*** Pimenta,283.***.***-**,p**************@example.net,4696,1959-01-13
3497,N***** Ferreira,874.***.***-**,d**********@example.com,4922,1959-08-11
3515,C****** Garcia,735.***.***-**,a*********@example.org,5550,1959-09-01
3529,S*** Novais,081.***.***-**,i*********@example.org,8565,1959-08-07
3560,Y*** Pastor,436.***.***-**,p******************@example.org,8438,1959-05-05
