id,nome,cpf,email,telefone,data_nascimento
15,E****** Barbosa,895.***.***-**,a*******@example.com,7751,1994-01-15
43,E*** Monteiro,648.***.***-**,a********@example.org,3986,1994-04-04
102,C******* Costa,463.***.***-**,m***************@example.net,3980,1994-09-01
178,J*** Grande,320.***.***-**,b***************@example.org,1449,1994-07-22
185,D***** Pimenta,607.***.***-**,r*******@example.net,2540,1994-03-29
195,M***** Grande,694.***.***-**,a***********@example.org,0972,1994-10-23
279,K**** Vasconcelos,648.***.***-**,o*******@example.com,5289,1994-02-03
353,G******* Cardoso,617.***.***-**,e*******@example.net,9773,1994-06-14
375,L*** Moraes,810.***.***-**,m***************@example.org,4514,1994-07-20
402,P***** Costa,764.***.***-**,r*************@example.org,9838,1994-03-26
468,D** Campos,921.***.***-**,j*****@example.com,9557,1994-05-05
515,D** Cunha,235.***.***-**,m**************@example.org,6877,1994-11-14
572,J*** Brito,734.***.***-**,p**************@example.com,9911,1994-12-04
627,Y*** Araújo,248.***.***-**,g***********@example.com,7580,1994-08-18
867,M**** Almeida,604.***.***-**,e**********@example.net,3678,1994-04-18
905,M*** Cunha,739.***.***-**,j*****@example.com,4647,1994-01-11
927,L*** Silveira,135.***.***-**,m****************@example.org,8275,1994-07-08
1048,A***** Pires,603.***.***-**,j*****@example.com,3868,1994-10-29
1268,M**** Cunha,573.***.***-**,k************@example.org,9062,1994-05-01
1317,L**** Campos,268.***.***-**,f**********@example.org,6406,1994-08-24
1318,D*** Montenegro,413.***.***-**,d*****************@example.org,5079,1994-04-13
1363,E***** Novais,348.***.***-**,p*******@example.com,3326,1994-10-12
1371,A****** Pimenta,859.***.***-**,i*****@example.net,5238,1994-04-12
1386,E*** Moraes,642.***.***-**,u*********@example.net,1336,1994-06-21
1462,S** Rodrigues,513.***.***-**,m***********@example.net,9655,1994-03-25
1581,M**** Nascimento,047.***.***-**,m***********@example.org,3497,1994-10-02
1650,J**** Marques,034.***.***-**,c***********@example.com,6221,1994-10-16
1660,V******* Rodrigues,492.***.***-**,c*******************@example.org,3682,1994-07-13
1817,S** Pinto,590.***.***-**,o*****@example.net,9707,1994-03-01
1932,M**** Farias,843.***.***-**,a***********@example.net,0665,1994-07-22
1935,C*** Câmara,520.***.***-**,m*********@example.net,3535,1994-01-01
1961,N***** Correia,579.***.***-**,f********@example.org,7221,1994-01-07
1981,M****** Sá,417.***.***-**,h**************@example.net,6244,1994-06-27
2111,L*** Sales,394.***.***-**,v**************@example.net,5788,1994-06-24
2149,A**** Moreira,260.***.***-**,e******@example.com,3896,1994-11-11
2203,E****** Costa,405.***.***-**,a*************@example.org,8607,1994-01-25
2283,V****** Sousa,450.***.***-**,y*****@example.com,6067,1994-01-09
2412,J**** Macedo,975.***.***-**,m*******@example.org,1864,1994-01-27
2432,B****** Carvalho,721.***.***-**,d*********@example.com,4153,1994-04-28
2517,J****** Araújo,496.***.***-**,c*****@example.net,2226,1994-08-23
2562,C****** Araújo,867.***.***-**,a*********@example.net,9034,1994-01-16
2623,D***** Conceição,035.***.***-**,s**********@example.org,2232,1994-11-14
2631,L**** Monteiro,360.***.***-**,l*********@example.net,2323,1994-09-13
2650,P***** Luz,031.***.***-**,r*****@example.net,8241,1994-10-21
2662,B****** Pinto,407.***.***-**,d*******@example.org,3110,1994-04-09
2682,V******* Azevedo,689.***.***-**,q*******@example.net,1045,1994-09-24
2802,J*** Ferreira,479.***.***-**,g**************@example.org,9725,1994-04-15
2939,B***** Brito,960.***.***-**,l************@example.com,9681,1994-12-20
2966,L****** Fonseca,597.***.***-**,d**************@example.com,3857,1994-02-05
3048,S** Guerra,508.***.***-**,n*****@example.net,4774,1994-04-13
3197,E******** Mata,153.***.***-**,j*****@example.org,3577,1994-03-31
3201,M***** Santos,381.***.***-**,o*******@example.com,4457,1994-04-18
3294,Í*** Fernandes,934.***.***-**,d**************@example.net,1726,1994-01-15
3333,R*** Cavalcante,345.***.***-**,v*****@example.org,1543,1994-08-18
3383,H**** Silveira,749.***.***-**,c************@example.com,2455,1994-03-22
3406,P**** Albuquerque,809.***.***-**,d***********@example.net,6075,1994-10-17
3426,Á***** Porto,853.***.***-**,s***************@example.com,7882,1994-11-01
3450,H***** Costa,917.***.***-**,k************@example.net,3960,1994-11-24
