id,nome,cpf,email,telefone,data_nascimento
55,N*** Câmara,856.***.***-**,r*********@example.org,8565,1993-10-22
111,V******* Sales,950.***.***-**,m***************@example.org,9443,1993-09-14
231,M**** Andrade,308.***.***-**,w*****@example.net,8767,1993-08-08
266,J*** Silveira,713.***.***-**,a**********@example.org,7340,1993-09-29
334,P***** Monteiro,218.***.***-**,w*******@example.net,1104,1993-01-26
399,N****** Paz,347.***.***-**,a***********@example.net,9114,1993-06-26
472,M**** Rosa,651.***.***-**,l***********@example.net,4601,1993-07-26
475,G******* Silveira,604.***.***-**,a****************@example.net,9951,1993-07-27
490,G****** Ribeiro,473.***.***-**,i********@example.org,5945,1993-06-21
491,N****** Ribeiro,961.***.***-**,a***************@example.org,6880,1993-05-22
502,D***** Andrade,051.***.***-**,v***********@example.org,3117,1993-03-17
554,A***** Sá,401.***.***-**,m**************@example.com,6349,1993-07-24
568,B***** Silva,628.***.***-**,l***********@example.net,6719,1993-05-23
706,H****** Guerra,687.***.***-**,l******@example.org,4229,1993-08-19
713,J*** Gonçalves,485.***.***-**,v*********@example.com,1115,1993-05-10
802,J*** Aragão,103.***.***-**,m*************@example.org,6874,1993-10-18
818,Y*** Andrade,407.***.***-**,c***************@example.net,4958,1993-02-25
819,D**** Rocha,084.***.***-**,a****************@example.net,9515,1993-10-30
882,L******* Novaes,953.***.***-**,n*********************@example.org,2531,1993-12-10
925,P**** Moura,846.***.***-**,a**********@example.com,1959,1993-09-03
942,D*** Freitas,793.***.***-**,c*******@example.net,0236,1993-03-21
947,S** Macedo,246.***.***-**,g********@example.com,6773,1993-09-19
1185,J*** Sá,378.***.***-**,p******@example.org,2327,1993-08-31
1381,P**** Gonçalves,354.***.***-**,n***************@example.com,6843,1993-10-20
1392,A** Carvalho,394.***.***-**,m*********@example.net,1891,1993-01-23
1425,O***** Vieira,510.***.***-**,v**********@example.net,0871,1993-03-23
1460,R*** Luz,479.***.***-**,l*****************@example.net,7412,1993-09-08
1647,L*** Sales,598.***.***-**,e******@example.org,4925,1993-02-03
1658,B***** Sales,503.***.***-**,e***********@example.net,1491,1993-04-14
1694,C**** Oliveira,328.***.***-**,c********@example.net,5532,1993-05-17
1721,M**** Costa,596.***.***-**,j*****@example.net,4760,1993-01-31
1791,S** Cruz,435.***.***-**,a*********@example.com,1958,1993-03-04
1806,R*** Nunes,450.***.***-**,m*************@example.com,3311,1993-04-11
1857,J*** Caldeira,540.***.***-**,p********@example.net,0423,1993-11-14
1930,Y***** Rios,209.***.***-**,l************@example.net,7191,1993-11-22
1959,B***** Vieira,184.***.***-**,p*************@example.org,0775,1993-07-05
2139,Y***** Dias,970.***.***-**,p************@example.org,1856,1993-08-26
2147,R*** Paz,874.***.***-**,m*******@example.com,5942,1993-12-30
2170,M***** Almeida,561.***.***-**,m********@example.org,7986,1993-12-02
2209,G******* Costela,475.***.***-**,x**********@example.org,7690,1993-09-17
2287,M**** Souza,093.***.***-**,p********@example.org,2894,1993-08-20
2331,A***** Andrade,403.***.***-**,h********@example.org,2662,1993-10-16
2421,D** Carvalho,921.***.***-**,d******@example.org,8648,1993-08-27
2470,M**** Luz,421.***.***-**,d************@example.net,6952,1993-11-29
2533,M**** Abreu,360.***.***-**,v****************@example.net,3415,1993-12-09
2594,L*** Azevedo,513.***.***-**,d*******@example.net,3656,1993-01-21
2674,A** Pereira,352.***.***-**,d************@example.com,8327,1993-11-15
2828,D*** Pacheco,203.***.***-**,a****************@example.com,7178,1993-08-16
2930,A**** Luz,651.***.***-**,j***********@example.com,8919,1993-04-24
2937,T***** Lopes,124.***.***-**,y******@example.org,2797,1993-03-06
2942,P**** Teixeira,329.***.***-**,a*************@example.com,1348,1993-08-16
3002,D** Mata,482.***.***-**,c*************@example.org,6530,1993-10-29
3019,M****** Silveira,817.***.***-**,l*************@example.net,0397,1993-12-21
3128,L*** Mota,769.***.***-**,p***********@example.com,8475,1993-11-13
3323,L******* Santos,895.***.***-**,n**********@example.net,2648,1993-08-25
3551,S** Novaes,123.***.***-**,m*******@example.com,4736,1993-03-22
3568,R**** Aragão,801.***.***-**,g*********@example.com,0907,1993-03-05
3589,T*** Macedo,012.***.***-**,b*****@example.net,8913,1993-12-21
3605,C******* Cassiano,082.***.***-**,a*******@example.com,4319,1993-06-25
3676,C******* Caldeira,039.***.***-**,g******************@example.org,9203,1993-03-20
3710,P***** Teixeira,716.***.***-**,d******@example.org,3425,1993-06-14
3774,J*** Marques,968.***.***-**,a**********@example.org,0126,1993-02-01
