id,nome,cpf,email,telefone,data_nascimento
27,S*** Ramos,731.***.***-**,o*******@example.com,0415,1967-07-03
89,J*** Novais,820.***.***-**,p*******@example.org,6821,1967-04-14
124,S*** Lopes,798.***.***-**,m************@example.net,1255,1967-09-27
127,G****** Rezende,682.***.***-**,m***********@example.net,7081,1967-12-06
153,B****** Moraes,256.***.***-**,a************@example.com,3749,1967-07-09
167,N*** Andrade,720.***.***-**,s**********@example.org,8120,1967-10-26
211,L*** Alves,085.***.***-**,f**********@example.net,9944,1967-12-20
214,A*** Fogaça,397.***.***-**,c**********@example.com,5080,1967-01-02
247,S** Brito,497.***.***-**,s*************@example.net,8427,1967-01-30
528,L***** Rodrigues,567.***.***-**,o********@example.com,9166,1967-03-09
647,A** Cunha,607.***.***-**,a*******@example.com,3426,1967-11-14
678,V******* Cavalcante,650.***.***-**,c************@example.org,1380,1967-07-23
693,A** Cavalcante,429.***.***-**,v*******@example.com,6929,1967-06-29
747,A** Melo,024.***.***-**,i***********@example.net,3066,1967-06-16
749,M**** Cirino,479.***.***-**,k*****@example.com,9721,1967-06-26
757,N*** Borges,021.***.***-**,d**************@example.com,7474,1967-04-14
893,M*** Pastor,352.***.***-**,j*******@example.org,5779,1967-03-07
1077,E***** Santos,825.***.***-**,a*******@example.com,1164,1967-06-20
1098,J**** Guerra,253.***.***-**,e******@example.com,6339,1967-02-08
1125,M**** Pacheco,016.***.***-**,d******@example.net,5801,1967-12-07
1138,D** Borges,974.***.***-**,r**********@example.com,4513,1967-09-22
1234,L*** Castro,784.***.***-**,b***********@example.com,5832,1967-10-15
1442,Í*** Fonseca,931.***.***-**,g*************@example.com,9915,1967-02-26
1461,E***** Peixoto,425.***.***-**,a**************@example.org,5351,1967-09-17
1478,E*** Nogueira,026.***.***-**,l******@example.net,2694,1967-12-01
1485,J*** Campos,803.***.***-**,j********************@example.com,6364,1967-12-17
1546,L*** Garcia,732.***.***-**,c********************@example.com,5364,1967-06-17
1645,A***** Correia,263.***.***-**,l*********@example.org,7541,1967-10-24
1963,G*** Marques,396.***.***-**,m******************@example.net,9042,1967-10-05
1998,J*** Pires,801.***.***-**,r******@example.net,1889,1967-11-29
2001,M**** Fernandes,731.***.***-**,s*****@example.org,4363,1967-12-07
2028,D** Azevedo,104.***.***-**,t*******@example.net,3537,1967-03-15
2075,S***** Jesus,950.***.***-**,a**************@example.org,6588,1967-06-04
2181,M**** Albuquerque,048.***.***-**,d**********@example.org,6635,1967-12-11
2185,J*** Guerra,307.***.***-**,d***********@example.net,6406,1967-05-11
2225,S*** Sá,365.***.***-**,p***********@example.com,4152,1967-06-24
2381,D*** Camargo,932.***.***-**,p*********@example.com,2748,1967-01-01
2557,E*** Aragão,683.***.***-**,d*********@example.net,6993,1967-07-22
2688,C****** Carvalho,163.***.***-**,b*****@example.org,7603,1967-09-06
2692,E**** Costela,758.***.***-**,n*******************@example.net,7033,1967-01-05
2693,A**** Moreira,591.***.***-**,m********@example.org,0534,1967-10-31
3000,V**** Costa,234.***.***-**,d*****@example.org,4514,1967-09-08
3001,B****** Borges,530.***.***-**,s******@example.com,2753,1967-01-07
3030,J*** Fogaça,264.***.***-**,l**********@example.net,7095,1967-02-22
3241,A** Costa,796.***.***-**,h**************@example.org,6455,1967-09-09
3266,R*** Andrade,472.***.***-**,l******************@example.com,6005,1967-12-09
3361,I***** Barros,758.***.***-**,m********@example.org,0329,1967-09-12
3400,M***** Garcia,965.***.***-**,l********@example.com,0072,1967-10-25
3410,T*** Gomes,985.***.***-**,l**************@example.org,9392,1967-06-20
3440,M***** Pires,304.***.***-**,a*****************@example.com,4971,1967-12-12
3467,M****** Teixeira,718.***.***-**,m************@example.org,7561,1967-09-13
3511,D** Nunes,698.***.***-**,d************@example.org,2125,1967-05-26
3542,R*** Novaes,096.***.***-**,a********@example.net,7268,1967-01-20
3573,H**** Souza,370.***.***-**,m******@example.org,4837,1967-01-12
3648,H***** Albuquerque,036.***.***-**,o*******@example.org,2767,1967-02-07
3865,M**** Fernandes,034.***.***-**,p************@example.org,8048,1967-02-27
3897,A** Pinto,735.***.***-**,j*********@example.com,8384,1967-10-12
3978,S*** Correia,752.***.***-**,e*******@example.net,3191,1967-05-01
4210,A*** Santos,016.***.***-**,m*******@example.com,7725,1967-11-10
4213,L****** Brito,791.***.***-**,m******************@example.org,5091,1967-07-08
4286,S**** Cirino,071.***.***-**,l********@example.net,7555,1967-11-12
4437,A** Cassiano,178.***.***-**,b***********@example.net,4374,1967-07-25
4455,M****** Fernandes,376.***.***-**,f************@example.org,6982,1967-05-25
4459,D****** Vargas,129.***.***-**,q*******@example.org,0723,1967-03-21
4460,R*** Rosa,541.***.***-**,k*************@example.com,5811,1967-05-14
4523,R*** Mota,108.***.***-**,p***********@example.org,7100,1967-10-15
4585,L**** Cruz,143.***.***-**,p************@example.org,4239,1967-01-12
4704,I******* Cunha,460.***.***-**,m***************@example.net,5284,1967-08-29
4740,A** Nascimento,976.***.***-**,q*****@example.com,8189,1967-08-21
4747,H****** Sales,054.***.***-**,d***************@example.net,9490,1967-01-03
4781,S**** Neves,572.***.***-**,m***************@example.net,8393,1967-02-23
4804,R***** Lima,281.***.***-**,e*******@example.org,6988,1967-03-30
4819,D** Caldeira,529.***.***-**,h************@example.com,9874,1967-06-30
4829,V******** Farias,729.***.***-**,r********@example.net,0085,1967-06-21
4856,M**** Castro,961.***.***-**,p*****************@example.net,0197,1967-12-02
