id,nome,cpf,email,telefone,data_nascimento
125,H****** Moreira,940.***.***-**,c**************@example.org,7506,1951-11-27
397,M**** Rocha,182.***.***-**,c*******************@example.org,0839,1951-11-24
411,S***** Caldeira,247.***.***-**,n***********@example.com,4296,1951-12-19
645,A***** Pastor,923.***.***-**,c********************@example.com,7136,1951-11-14
712,N***** Pires,501.***.***-**,e*****@example.net,6742,1951-10-27
730,J****** Vasconcelos,693.***.***-**,l*************@example.net,4112,1951-08-10
822,J**** Cruz,278.***.***-**,n******@example.com,1058,1951-11-26
918,M****** Montenegro,356.***.***-**,r******@example.net,1304,1951-06-30
993,O***** Farias,386.***.***-**,q****@example.com,4260,1951-06-29
1006,V******* Rezende,013.***.***-**,m****************@example.org,2581,1951-06-07
1050,J*** Rezende,641.***.***-**,g*****************@example.net,5891,1951-04-30
1245,L**** Pimenta,784.***.***-**,c*********@example.org,7675,1951-12-21
1269,V******* Lima,270.***.***-**,g******@example.net,5653,1951-06-28
1334,C**** Cruz,032.***.***-**,v**********@example.org,0928,1951-05-24
1444,A** Moreira,245.***.***-**,a*****************@example.org,6019,1951-10-15
1505,M****** Duarte,987.***.***-**,a***************@example.net,5894,1951-05-29
1533,V******* Sampaio,209.***.***-**,m***********@example.org,5328,1951-05-03
1553,B****** Pereira,130.***.***-**,s**************@example.net,6845,1951-07-22
1673,M**** Santos,654.***.***-**,b***********@example.net,1748,1951-06-28
1800,R*** Câmara,426.***.***-**,d**************@example.com,9817,1951-06-19
1860,A** Silveira,160.***.***-**,l******@example.org,6717,1951-06-06
1896,D** Martins,531.***.***-**,x******@example.com,9216,1951-07-17
2126,J*** Mendonça,687.***.***-**,m****************@example.com,3014,1951-10-12
2217,S** Novaes,396.***.***-**,i************@example.org,2229,1951-05-31
2250,C*** Moreira,342.***.***-**,n*********@example.net,5772,1951-10-09
2308,L*** Machado,406.***.***-**,b*************@example.net,2771,1951-08-22
2317,M****** Mota,613.***.***-**,g********@example.com,5930,1951-11-30
2360,S***** Moura,206.***.***-**,m*******@example.net,1448,1951-08-24
2379,M***** Fogaça,623.***.***-**,a**************@example.net,7648,1951-08-09
2427,S***** Cavalcante,217.***.***-**,l******@example.com,7725,1951-10-03
