id,nome,cpf,email,telefone,data_nascimento
79,R*** Barros,351.***.***-**,j***********@example.net,7742,1960-07-03
129,I***** Silveira,691.***.***-**,g********@example.net,4525,1960-05-16
146,D** Sales,701.***.***-**,d**********@example.net,8779,1960-12-06
190,M**** Carvalho,476.***.***-**,z****@example.net,2970,1960-03-30
223,I** Souza,283.***.***-**,e*********@example.net,7842,1960-05-16
264,N****** Pacheco,786.***.***-**,d***************@example.net,7611,1960-03-06
265,B******* Cirino,051.***.***-**,r*******@example.com,9447,1960-12-22
317,E*** Silva,530.***.***-**,c**********@example.net,1610,1960-01-19
337,R*** Conceição,507.***.***-**,e********@example.net,3797,1960-06-08
356,S** Vieira,127.***.***-**,m*************@example.com,0348,1960-12-30
363,M**** Rios,827.***.***-**,m**********@example.org,0636,1960-07-19
426,A***** Nunes,782.***.***-**,l*********@example.com,8457,1960-03-20
535,M***** Sousa,372.***.***-**,v*********@example.net,7030,1960-08-21
540,M****** Silveira,417.***.***-**,k*******@example.org,0930,1960-02-17
581,J****** Barros,925.***.***-**,a**********@example.org,1962,1960-12-25
633,L*** Pacheco,412.***.***-**,p**************@example.org,5649,1960-05-29
799,S**** Pires,087.***.***-**,b********************@example.org,7467,1960-08-27
872,S*** Rosa,263.***.***-**,c*************@example.org,8317,1960-07-15
1010,D**** Mendes,267.***.***-**,c*******************@example.net,3480,1960-01-31
1105,L**** Rezende,497.***.***-**,o***********@example.org,1695,1960-05-13
1109,L****** Teixeira,143.***.***-**,i*******@example.com,5942,1960-05-22
1140,L***** Cirino,986.***.***-**,a*******@example.net,3387,1960-07-07
1208,B***** Porto,430.***.***-**,m*********@example.net,8199,1960-05-24
1227,L*** Mendonça,673.***.***-**,i**********@example.net,3456,1960-12-21
1341,I****** Mendes,094.***.***-**,m****************@example.com,4603,1960-10-19
1346,D** Pinto,742.***.***-**,i********@example.org,7473,1960-05-06
1376,M******* Moraes,891.***.***-**,s************@example.com,3088,1960-04-27
1390,D*** Castro,742.***.***-**,t***********@example.com,1168,1960-10-11
1396,S***** Marques,759.***.***-**,l********@example.com,3472,1960-10-14
1523,M***** Novais,475.***.***-**,f************@example.com,6950,1960-03-11
1537,S** Porto,061.***.***-**,k*******@example.org,4472,1960-12-26
1543,E***** Ramos,846.***.***-**,d**********@example.com,3788,1960-04-07
1554,S*** Fonseca,825.***.***-**,m******************@example.net,9045,1960-12-22
1587,S*** Leão,509.***.***-**,z********@example.net,2691,1960-04-28
1643,B******* Garcia,180.***.***-**,n**********@example.net,2572,1960-02-28
1793,N***** Machado,479.***.***-**,h*************@example.net,5952,1960-01-20
1834,A***** Duarte,632.***.***-**,l*******@example.org,6452,1960-07-12
1970,O***** Silveira,692.***.***-**,l********@example.net,5195,1960-06-16
2014,I*** Paz,294.***.***-**,e****************@example.org,5137,1960-06-16
2258,B****** Rocha,350.***.***-**,b******@example.net,8681,1960-09-10
2268,S**** Aragão,287.***.***-**,d*************@example.org,6101,1960-05-26
2316,M**** Rosa,596.***.***-**,l*****@example.com,2376,1960-12-01
2338,R***** Fogaça,479.***.***-**,l*****************@example.net,5743,1960-04-22
2342,A** Gonçalves,102.***.***-**,o*******@example.com,3679,1960-12-28
2483,R*** Mendes,867.***.***-**,d****@example.com,3565,1960-04-27
2511,M***** Mota,328.***.***-**,q*******@example.net,9462,1960-02-09
2528,C******* Borges,268.***.***-**,n************@example.com,4194,1960-08-15
2548,S** Cavalcante,761.***.***-**,c********************@example.net,6072,1960-08-07
2574,D*** Cavalcante,721.***.***-**,v**********@example.net,4914,1960-03-04
2579,E**** Borges,875.***.***-**,n**************@example.org,2801,1960-11-04
2581,A*** Mendonça,582.***.***-**,c*********@example.net,5376,1960-03-22
2611,D*** Freitas,735.***.***-**,d**********@example.com,7613,1960-12-14
2732,D*** Mendonça,402.***.***-**,m***********@example.net,4950,1960-08-24
2807,N*** Pastor,426.***.***-**,f**@example.com,6380,1960-10-12
2905,S*** Pinto,402.***.***-**,m***********@example.org,0862,1960-10-04
2924,J****** Monteiro,048.***.***-**,r************@example.net,1734,1960-03-31
3065,N***** Barros,195.***.***-**,m********@example.net,5631,1960-10-23
3079,B**** Castro,502.***.***-**,m*******@example.net,3838,1960-05-21
3176,N****** Moraes,048.***.***-**,l*****@example.net,6981,1960-12-30
3258,A***** Pimenta,459.***.***-**,v***************@example.org,4900,1960-12-05
3422,B**** Caldeira,917.***.***-**,p******@example.com,9894,1960-09-09
3482,D** Cunha,052.***.***-**,a**************@example.net,7082,1960-12-14
3661,F******* Sá,475.***.***-**,i********@example.org,9230,1960-08-03
3664,D*** Teixeira,476.***.***-**,o*************@example.net,6070,1960-11-14
3682,D** Borges,149.***.***-**,g*******************@example.net,6326,1960-04-20
3732,S***** Sales,528.***.***-**,x******@example.com,8193,1960-02-02
3795,F***** Castro,652.***.***-**,m************@example.net,0168,1960-02-24
3860,S***** Ribeiro,593.***.***-**,g************@example.com,9958,1960-08-23
3892,S*** Cavalcante,786.***.***-**,d***************@example.net,2425,1960-01-14
3924,A** Moura,269.***.***-**,a*****************@example.net,0450,1960-06-08
4071,J****** Vasconcelos,360.***.***-**,j************@example.net,6911,1960-07-28
4236,D*** Caldeira,279.***.***-**,t*******@example.com,3578,1960-10-08
4282,A** Borges,069.***.***-**,g***********@example.net,5058,1960-03-14
4332,E*** Gonçalves,471.***.***-**,l**********************@example.com,1525,1960-08-06
4334,J**** Sampaio,856.***.***-**,c**********@example.net,9043,1960-06-20
4340,M**** Cirino,854.***.***-**,f*********@example.net,2785,1960-06-21
4406,B****** Alves,123.***.***-**,j******@example.net,6922,1960-10-09
4415,D** Araújo,510.***.***-**,b******@example.net,3515,1960-06-03
