id,nome,cpf,email,telefone,data_nascimento
77,J*** Borges,036.***.***-**,e***********@example.org,2862,1997-04-13
107,D** Pastor,426.***.***-**,a*******@example.net,6556,1997-12-26
132,S** Sousa,328.***.***-**,g*******@example.org,9012,1997-08-31
160,J**** Nogueira,365.***.***-**,a********@example.com,3514,1997-01-04
212,D** Jesus,305.***.***-**,a************@example.com,6424,1997-06-29
232,N*** Macedo,832.***.***-**,n******@example.org,9672,1997-08-23
494,C**** Cruz,178.***.***-**,l***********@example.net,1822,1997-06-17
715,N***** Cassiano,916.***.***-**,n*******@example.com,4160,1997-02-17
839,A******** Novais,892.***.***-**,c************@example.com,1975,1997-06-05
853,M**** Conceição,356.***.***-**,s**********@example.org,8063,1997-06-03
889,M**** Martins,468.***.***-**,g*****@example.org,3928,1997-02-06
912,P**** Rocha,638.***.***-**,m*************@example.org,5015,1997-11-24
958,G*** Cruz,568.***.***-**,z********@example.com,9309,1997-03-09
1000,S*** Abreu,241.***.***-**,v**************@example.com,9964,1997-11-15
1118,D*** Sá,102.***.***-**,a*************@example.org,3915,1997-08-23
1169,R***** Mota,386.***.***-**,g*******@example.org,6217,1997-07-12
1323,A***** Souza,426.***.***-**,e****************@example.net,7305,1997-07-18
1430,S** Costela,710.***.***-**,r*******@example.net,1126,1997-01-10
1464,Y***** Leão,692.***.***-**,b***********@example.net,7488,1997-05-18
1559,J*** Rios,820.***.***-**,l******@example.org,2389,1997-09-25
1618,M******* Pacheco,526.***.***-**,v*****@example.net,5350,1997-08-05
1668,G******** Brito,823.***.***-**,q*****@example.com,2963,1997-12-02
1684,A**** Novais,172.***.***-**,a************@example.net,8454,1997-11-25
1704,H****** Cavalcante,204.***.***-**,l******@example.com,1245,1997-01-17
1744,E***** Silveira,834.***.***-**,d***************@example.net,5613,1997-10-13
1870,N****** Cunha,820.***.***-**,t***************@example.net,8530,1997-06-29
1933,I***** Almeida,963.***.***-**,a**********@example.net,9201,1997-12-17
2038,E******** Camargo,280.***.***-**,b*******@example.com,6505,1997-06-16
2076,M*** Novaes,872.***.***-**,a**************@example.com,7683,1997-11-03
2078,S** Sampaio,864.***.***-**,c**************@example.net,6247,1997-04-02
2140,P***** Cunha,170.***.***-**,j**************@example.net,5057,1997-09-16
2263,R*** Peixoto,081.***.***-**,n****@example.net,9949,1997-03-09
2277,S**** Luz,314.***.***-**,p**************@example.org,5852,1997-06-21
2505,P**** Conceição,359.***.***-**,e*******@example.org,4966,1997-08-19
2539,I**** Mendes,147.***.***-**,a**********@example.net,8639,1997-07-06
2587,B******* Cirino,694.***.***-**,p********@example.net,9055,1997-09-30
2627,M***** Grande,619.***.***-**,n*************@example.net,7923,1997-10-11
2729,H****** Vargas,217.***.***-**,v********@example.org,7680,1997-08-31
2904,E***** Machado,590.***.***-**,a*******************@example.org,5572,1997-10-31
2954,M**** Sales,806.***.***-**,a**********@example.com,3798,1997-09-28
2961,M******* Conceição,365.***.***-**,m*******@example.com,5638,1997-12-28
3005,A**** Melo,809.***.***-**,m*******@example.org,8329,1997-05-19
3024,S**** Rocha,367.***.***-**,t**************@example.com,8978,1997-11-09
3051,Í*** Cardoso,920.***.***-**,h*******@example.com,4252,1997-09-23
3126,I**** Vieira,179.***.***-**,b******@example.org,4053,1997-02-23
3142,L*** Paz,613.***.***-**,m********@example.org,2966,1997-04-02
3192,S**** Pinto,463.***.***-**,v****************@example.com,5610,1997-01-21
3299,A***** Castro,936.***.***-**,y********@example.org,0180,1997-10-15
3338,S** Mendes,807.***.***-**,y*****@example.com,4531,1997-06-10
3370,A** Andrade,807.***.***-**,z*******@example.org,7652,1997-09-06
3407,L**** Cavalcante,108.***.***-**,i******@example.net,5022,1997-07-15
3500,M****** Costa,921.***.***-**,l********@example.com,6672,1997-08-19
3514,L**** Machado,053.***.***-**,b*********@example.net,9043,1997-08-12
3536,J**** Barbosa,230.***.***-**,a**************@example.net,2912,1997-05-08
3660,M**** Peixoto,976.***.***-**,c***************@example.com,8920,1997-07-13
3734,G****** Freitas,597.***.***-**,i****@example.org,3505,1997-01-13
3747,J****** Sampaio,621.***.***-**,f*************@example.org,8780,1997-12-05
3811,L****** Paz,432.***.***-**,g**********@example.org,1965,1997-05-29
3926,M**** Oliveira,374.***.***-**,y******@example.org,2502,1997-01-03
4047,L** Viana,930.***.***-**,h***************@example.com,6296,1997-06-02
4089,E***** Mendonça,231.***.***-**,i*******@example.org,1197,1997-04-21
4154,I**** Castro,036.***.***-**,l********@example.net,0632,1997-07-14
4157,C*** Lopes,489.***.***-**,a************@example.org,8308,1997-07-07
4179,S**** Souza,087.***.***-**,l********@example.net,2747,1997-09-04
4182,L*** Lopes,958.***.***-**,k******@example.net,7305,1997-02-26
4209,T*** Cruz,186.***.***-**,l******@example.com,6773,1997-04-01
4309,R*** Pimenta,528.***.***-**,i******@example.com,0326,1997-10-21
4348,B***** Cavalcanti,961.***.***-**,m************@example.org,7474,1997-07-05
4395,I**** Cirino,824.***.***-**,d***************@example.com,1523,1997-07-01
4539,P**** Pires,435.***.***-**,v****************@example.com,0998,1997-11-02
4556,R*** Mota,651.***.***-**,r****************@example.net,7947,1997-12-10
4565,M****** Pastor,851.***.***-**,d******@example.net,5899,1997-03-08
4788,O***** Rosa,046.***.***-**,m********@example.org,6266,1997-10-03
4808,Á***** Mota,509.***.***-**,c**************@example.net,1271,1997-12-30
5133,G******* Lima,375.***.***-**,a**********@example.net,1596,1997-05-08
5147,M***** Costa,308.***.***-**,j*****@example.net,8683,1997-08-26
5212,A***** Cavalcanti,498.***.***-**,i********@example.net,6733,1997-09-03
5285,A***** Cruz,724.***.***-**,r**************@example.org,3726,1997-09-21
5515,N***** Farias,895.***.***-**,w*********@example.org,9884,1997-08-22
5537,S*** Luz,690.***.***-**,g*************@example.org,4159,1997-08-07
5654,M****** Machado,954.***.***-**,m**********@example.net,7494,1997-12-13
5668,J*** Monteiro,630.***.***-**,c************@example.com,5373,1997-10-18
5737,M******* Conceição,891.***.***-**,e******@example.net,8927,1997-02-05
5764,V******* Nascimento,364.***.***-**,d*******@example.com,4240,1997-01-18
5776,S******* Sales,240.***.***-**,j***********@example.net,0577,1997-12-19
5906,L**** Macedo,769.***.***-**,g*******************@example.org,5922,1997-03-19
5927,V******* Araújo,235.***.***-**,a*****************@example.org,3410,1997-05-03
5939,C**** Souza,357.***.***-**,a**********@example.com,3276,1997-12-25
6018,L****** Farias,972.***.***-**,r*******@example.com,7136,1997-09-25
6101,I******* Cavalcanti,708.***.***-**,i*****@example.com,3293,1997-09-16
6166,N*** Moura,152.***.***-**,a********@example.net,3933,1997-10-29
6198,S*** Vieira,368.***.***-**,b**************@example.net,8436,1997-07-17
6230,H****** Correia,731.***.***-**,h******@example.com,4130,1997-11-09
