id,nome,cpf,email,telefone,data_nascimento
58,A***** Albuquerque,315.***.***-**,a***************@example.com,3879,1987-12-16
170,S** Montenegro,146.***.***-**,s************@example.net,2072,1987-09-26
224,A**** Gomes,726.***.***-**,w**********@example.org,6772,1987-12-08
437,B****** Nogueira,421.***.***-**,w*********@example.com,9024,1987-02-22
446,L**** Duarte,425.***.***-**,m******************@example.org,0050,1987-11-03
448,A***** Cavalcante,873.***.***-**,m************@example.com,6929,1987-11-10
505,Y** Aragão,586.***.***-**,o*******@example.org,7320,1987-05-24
596,M**** Campos,253.***.***-**,a*****@example.org,3124,1987-04-02
661,D*** Mota,739.***.***-**,r******@example.com,9355,1987-04-29
687,A***** Brito,095.***.***-**,k************@example.net,5931,1987-12-02
741,L****** Machado,640.***.***-**,r***********@example.org,0852,1987-05-07
825,M****** Conceição,608.***.***-**,u*********@example.org,2374,1987-07-02
851,E**** Pinto,468.***.***-**,o**********@example.com,6318,1987-02-03
917,E****** Teixeira,431.***.***-**,l*************@example.net,8487,1987-01-25
1028,E***** Alves,719.***.***-**,a*********************@example.com,8217,1987-06-22
1136,M**** Pacheco,467.***.***-**,m*************@example.org,5185,1987-09-27
1145,E**** Santos,160.***.***-**,h***********@example.org,9400,1987-12-16
1205,L*** Albuquerque,261.***.***-**,l*************@example.net,3106,1987-10-17
1421,A** Costela,506.***.***-**,t***************@example.org,1345,1987-05-28
1514,D*** Fogaça,038.***.***-**,m***********@example.org,3648,1987-09-19
1531,V******* Almeida,147.***.***-**,a***********@example.com,5762,1987-10-25
1596,B******* Sales,810.***.***-**,j*************@example.org,3868,1987-05-09
1637,D*** Ferreira,198.***.***-**,a********@example.org,8475,1987-12-02
1663,E*** Sampaio,145.***.***-**,h******@example.com,3916,1987-03-16
1785,H**** Lima,305.***.***-**,s***********@example.net,7890,1987-01-06
1798,R*** Aparecida,018.***.***-**,c*********@example.net,5358,1987-12-23
1855,M**** Rosa,098.***.***-**,l*****************@example.org,5945,1987-07-13
1874,M**** Santos,427.***.***-**,j***********@example.org,8821,1987-05-01
1879,L**** Monteiro,198.***.***-**,a*************@example.org,9398,1987-07-02
1905,J*** Martins,364.***.***-**,o******@example.org,4631,1987-05-11
1913,L*** Grande,530.***.***-**,l******@example.net,3226,1987-02-21
1926,A***** Araújo,725.***.***-**,p****@example.com,1966,1987-01-03
2026,V****** Borges,638.***.***-**,r***********@example.net,0152,1987-03-10
2045,L****** Siqueira,845.***.***-**,r***************@example.com,9456,1987-09-18
2087,S** Cardoso,938.***.***-**,r********@example.com,0559,1987-03-27
2138,L** Viana,941.***.***-**,b************@example.org,4933,1987-09-02
2282,A***** Machado,937.***.***-**,p*************@example.com,8215,1987-10-20
2286,R****** Duarte,260.***.***-**,t*****@example.com,4890,1987-06-09
2392,D** Duarte,439.***.***-**,i*******@example.org,9311,1987-07-04
2428,I*** Abreu,639.***.***-**,c******@example.com,0500,1987-06-30
2561,J**** Camargo,397.***.***-**,c****************@example.net,0562,1987-02-26
2571,N*** Viana,147.***.***-**,m***********@example.net,5875,1987-02-26
2667,L**** Moura,853.***.***-**,d*****************@example.org,0431,1987-11-09
2670,B***** Pacheco,361.***.***-**,k*************@example.net,4529,1987-09-25
2743,N***** Sá,916.***.***-**,g*************@example.com,1492,1987-08-16
2783,S******* Mendonça,032.***.***-**,i********@example.com,5588,1987-07-30
2794,M**** Campos,890.***.***-**,x*****@example.org,2957,1987-07-10
2922,A***** Marques,634.***.***-**,v*************@example.com,7492,1987-05-11
3003,D***** Nascimento,486.***.***-**,n************@example.com,1033,1987-03-08
3321,V**** Cavalcanti,325.***.***-**,u*****@example.org,7512,1987-04-06
3368,D** Mendonça,760.***.***-**,n*******@example.org,1982,1987-03-05
3382,M****** Mendonça,251.***.***-**,v****************@example.net,9355,1987-02-10
3389,B****** Santos,471.***.***-**,s********@example.org,3205,1987-07-14
3491,S** Pereira,497.***.***-**,a*******@example.net,0039,1987-12-07
3678,A** Cassiano,715.***.***-**,m***************@example.org,0050,1987-11-08
3748,I****** Guerra,147.***.***-**,j**********@example.net,2510,1987-11-30
3879,E*** Caldeira,251.***.***-**,b********@example.net,4633,1987-05-05
3890,A**** Mata,283.***.***-**,s*******@example.com,2018,1987-09-28
4028,M**** Rocha,749.***.***-**,o***************@example.org,4399,1987-07-21
4044,R*** Porto,103.***.***-**,s***********@example.org,2856,1987-06-25
4051,D**** Farias,481.***.***-**,m****************@example.net,8168,1987-07-11
4118,M**** Rocha,276.***.***-**,d*********@example.com,8043,1987-03-05
4149,A***** Ramos,321.***.***-**,d*************@example.net,2384,1987-10-07
4197,H***** Alves,832.***.***-**,a*********@example.com,6605,1987-11-01
4199,V******* Guerra,378.***.***-**,m***************@example.com,3353,1987-02-28
4241,C******* Fonseca,925.***.***-**,r******@example.org,8915,1987-07-18
4248,L**** Melo,486.***.***-**,a******@example.org,6183,1987-03-12
4313,A*** Moraes,620.***.***-**,a**********@example.net,3180,1987-08-22
4335,L**** Mota,604.***.***-**,a*******@example.com,2405,1987-07-28
4372,D**** Pacheco,081.***.***-**,g*********@example.net,1928,1987-01-07
4412,G******** Araújo,503.***.***-**,m***********@example.net,7411,1987-03-09
