id,nome,cpf,email,telefone,data_nascimento
2,T*** Dias,041.***.***-**,b*******@example.org,8344,2007-10-24
41,S***** Gomes,492.***.***-**,a***********@example.net,9085,2007-01-24
97,E*** Grande,903.***.***-**,e******@example.org,8351,2007-05-28
238,N*** Rodrigues,236.***.***-**,f**********@example.org,3564,2007-04-11
345,L*** Nogueira,186.***.***-**,p************@example.org,9129,2007-08-24
405,S**** Araújo,125.***.***-**,c*************@example.com,4729,2007-01-26
526,E******** Paz,831.***.***-**,b*************@example.net,4311,2007-09-07
529,M**** Cunha,596.***.***-**,a**********@example.com,3394,2007-07-18
539,L*** Siqueira,650.***.***-**,k*******@example.org,2554,2007-06-01
610,G*** Borges,463.***.***-**,r************@example.org,1916,2007-03-22
694,L**** Ribeiro,056.***.***-**,j******@example.org,9217,2007-06-17
700,M**** Monteiro,987.***.***-**,a************@example.net,9695,2007-09-19
707,E****** Barros,583.***.***-**,g***********@example.com,8124,2007-01-30
804,A***** Moraes,576.***.***-**,c************@example.com,5163,2007-12-11
929,R*** Sales,632.***.***-**,x********@example.org,2117,2007-03-24
988,S** Rocha,251.***.***-**,c******@example.net,1101,2007-08-09
999,L*** Monteiro,458.***.***-**,t************@example.com,0401,2007-10-20
1024,B****** Garcia,975.***.***-**,c*************@example.net,2715,2007-05-02
1174,V****** Souza,849.***.***-**,l************@example.com,0186,2007-12-12
1175,M****** Montenegro,724.***.***-**,m*************@example.org,1908,2007-04-04
1295,G*** Jesus,317.***.***-**,r***********@example.org,6188,2007-07-03
1445,R***** Rios,367.***.***-**,r***********@example.net,5579,2007-05-16
1509,E******** Gonçalves,857.***.***-**,o*******@example.org,5226,2007-04-06
1564,M**** Nunes,219.***.***-**,g******************@example.com,9483,2007-06-10
1603,D** Guerra,912.***.***-**,n*******@example.net,8296,2007-04-25
1832,R***** Freitas,206.***.***-**,f************@example.net,6983,2007-04-10
1849,L**** Azevedo,125.***.***-**,a***********@example.com,3650,2007-09-07
1886,D** Barbosa,218.***.***-**,j******@example.org,0931,2007-12-07
1973,M**** Neves,584.***.***-**,k**********@example.org,2489,2007-12-19
2129,S**** Conceição,423.***.***-**,m*******@example.org,8588,2007-04-10
2186,S**** Silveira,027.***.***-**,f*********@example.com,8050,2007-04-10
2380,A******** Luz,297.***.***-**,a**********@example.com,4131,2007-01-22
2471,P**** Rodrigues,931.***.***-**,a****************@example.net,7827,2007-04-01
2590,E**** Gonçalves,042.***.***-**,v***********************@example.org,1313,2007-11-02
2613,H****** Martins,513.***.***-**,c*********@example.net,7594,2007-01-31
2841,S**** Dias,053.***.***-**,e******@example.net,8395,2007-08-15
2877,A** Borges,351.***.***-**,j**@example.net,5781,2007-01-04
2886,E**** Leão,310.***.***-**,a******@example.com,0940,2007-04-21
3055,L*** Mata,413.***.***-**,p**********@example.net,5368,2007-02-13
