id,nome,cpf,email,telefone,data_nascimento
10,S**** Sousa,071.***.***-**,s************@example.com,6408,2005-08-19
54,C*** Barros,352.***.***-**,p***********@example.org,1594,2005-12-18
74,S***** Moraes,245.***.***-**,k*****@example.net,0058,2005-03-19
137,S** Gonçalves,170.***.***-**,a***************@example.com,0339,2005-01-03
187,D** Vargas,467.***.***-**,w*******@example.org,4587,2005-06-13
199,C*** Lima,497.***.***-**,o******@example.org,1887,2005-02-08
301,L**** Sá,798.***.***-**,m************@example.net,3575,2005-12-19
400,M****** Rezende,917.***.***-**,s**********@example.net,6185,2005-07-07
664,I***** Ribeiro,239.***.***-**,l*********@example.net,7906,2005-10-08
702,A***** Montenegro,627.***.***-**,p************@example.org,4421,2005-03-04
845,I**** Cassiano,416.***.***-**,p**********@example.net,8658,2005-04-30
898,S*** Ramos,316.***.***-**,u******@example.org,6809,2005-02-14
1015,S** Aparecida,736.***.***-**,f*************@example.com,2095,2005-08-30
1051,L**** Cunha,627.***.***-**,f*************@example.org,2872,2005-12-14
1063,S**** Câmara,038.***.***-**,r******@example.net,0324,2005-02-03
1152,D** Almeida,156.***.***-**,m******@example.org,7362,2005-02-08
1166,G****** Gonçalves,965.***.***-**,a*************@example.net,2139,2005-08-11
1213,M****** Barbosa,924.***.***-**,d********@example.net,1180,2005-12-02
1304,D*** Lopes,549.***.***-**,l*************@example.net,4707,2005-09-09
1416,D** Moreira,970.***.***-**,f*************@example.net,2649,2005-11-04
1590,M***** Neves,075.***.***-**,o*****@example.com,4159,2005-12-31
1707,I****** Almeida,390.***.***-**,z*******@example.com,6767,2005-04-05
1751,G*** Sá,935.***.***-**,d********@example.org,0500,2005-08-26
1758,S** Castro,029.***.***-**,n***************@example.net,0597,2005-06-19
1792,A***** Oliveira,052.***.***-**,o******@example.com,0460,2005-01-23
1795,L**** Cunha,259.***.***-**,g*****@example.com,1245,2005-12-30
1902,A**** Leão,872.***.***-**,a******************@example.net,0039,2005-02-24
1953,B******* Paz,526.***.***-**,r**********@example.com,2534,2005-05-28
1964,A** Alves,480.***.***-**,n*************@example.com,1872,2005-01-21
1978,S**** Cirino,502.***.***-**,j*****@example.org,3765,2005-10-07
2040,S** Rocha,594.***.***-**,d***********@example.net,6424,2005-03-01
2061,S**** Campos,923.***.***-**,r******@example.net,0994,2005-01-03
2235,G******* Sampaio,135.***.***-**,d******@example.org,2595,2005-11-29
