id,nome,cpf,email,telefone,data_nascimento
51,H****** Mata,803.***.***-**,c*********************@example.net,7451,1985-09-28
64,E**** Moreira,651.***.***-**,d******@example.com,9595,1985-05-16
66,B***** Araújo,489.***.***-**,d************@example.net,0616,1985-02-19
103,M**** Fogaça,897.***.***-**,o***********@example.net,4559,1985-09-07
262,E******** Azevedo,935.***.***-**,j************@example.net,5635,1985-11-11
321,S** Castro,179.***.***-**,t*******@example.com,9967,1985-01-25
424,A**** Montenegro,276.***.***-**,n******@example.net,3882,1985-01-16
519,J*** Gonçalves,302.***.***-**,c******************@example.net,9995,1985-04-24
549,L**** Paz,910.***.***-**,v************@example.net,1067,1985-02-05
562,N*** Pires,420.***.***-**,e*********@example.com,0223,1985-08-29
576,S** Gonçalves,849.***.***-**,e*****@example.net,4598,1985-03-28
621,M****** Paz,671.***.***-**,m********************@example.com,4876,1985-06-24
668,A**** Melo,035.***.***-**,h********@example.net,4948,1985-09-16
717,I***** Conceição,570.***.***-**,c*****@example.org,6866,1985-06-24
725,D** Dias,520.***.***-**,d********@example.net,4209,1985-12-10
830,D*** Lima,982.***.***-**,m***************@example.com,6293,1985-02-22
858,I*** Marques,143.***.***-**,l**************@example.net,2379,1985-06-29
936,L**** Carvalho,316.***.***-**,m*********************@example.net,5522,1985-04-15
1149,H****** Neves,850.***.***-**,l********@example.com,3664,1985-07-08
1345,S*** Aragão,216.***.***-**,f***************@example.com,4529,1985-07-06
1388,N****** Melo,792.***.***-**,a**********@example.net,0570,1985-12-17
1467,V******** Porto,490.***.***-**,d***********@example.com,0276,1985-09-27
1493,C*** Camargo,986.***.***-**,g**********@example.com,8102,1985-12-22
1619,S*** Correia,230.***.***-**,l*************@example.net,9911,1985-06-17
1724,S*** Marques,475.***.***-**,r*****@example.org,0707,1985-09-02
1727,L**** Rosa,865.***.***-**,d************@example.org,6742,1985-10-10
1788,J*** Luz,072.***.***-**,f*******************@example.net,8134,1985-04-28
1862,S** Monteiro,540.***.***-**,t***********@example.org,5737,1985-07-22
1875,Y** Gomes,289.***.***-**,n******************@example.org,1662,1985-03-20
1947,C****** Nascimento,710.***.***-**,e*****@example.org,4394,1985-02-26
1960,C**** Correia,964.***.***-**,n**********@example.org,9260,1985-06-23
2057,M**** Lopes,013.***.***-**,m***********@example.net,6269,1985-12-29
2207,S** Carvalho,408.***.***-**,y********@example.org,3618,1985-11-10
2321,E**** Rezende,079.***.***-**,g***********@example.com,8906,1985-12-13
2404,R*** Machado,071.***.***-**,a***********@example.net,7238,1985-07-26
2467,V****** Câmara,901.***.***-**,d************@example.com,1290,1985-04-12
2496,J**** Marques,283.***.***-**,v**************@example.org,7671,1985-03-13
2507,I**** Vargas,431.***.***-**,u*******@example.net,9994,1985-10-06
2509,L**** Barros,691.***.***-**,a******@example.org,2782,1985-12-29
2550,Y*** Alves,960.***.***-**,m******@example.org,1386,1985-03-25
2629,A****** Barros,520.***.***-**,a**************@example.org,2269,1985-09-22
2656,R*** Andrade,482.***.***-**,r*************@example.com,6270,1985-01-11
2727,L****** Vargas,053.***.***-**,p*****************@example.net,9734,1985-01-11
2775,R***** Rios,256.***.***-**,a*************@example.org,9245,1985-10-18
2808,T***** Ribeiro,109.***.***-**,m*******************@example.com,9743,1985-04-07
2822,A****** Pastor,895.***.***-**,x****@example.org,4284,1985-05-05
3025,G******** Grande,541.***.***-**,c*****@example.com,6290,1985-07-07
3088,L**** Mota,921.***.***-**,m******************@example.org,3646,1985-06-15
3113,P***** Pires,401.***.***-**,m**************@example.org,6323,1985-05-14
3145,C****** Campos,864.***.***-**,m**********@example.com,8112,1985-02-17
3154,N*** Cassiano,921.***.***-**,v*******@example.com,4631,1985-08-21
3163,G******** Ribeiro,847.***.***-**,g************@example.org,9211,1985-03-02
3247,O***** Gonçalves,415.***.***-**,o*******@example.net,1293,1985-09-27
3251,J*** Fonseca,523.***.***-**,c***********@example.com,1569,1985-01-31
3253,A**** Novais,594.***.***-**,v********@example.org,7269,1985-03-30
3311,D*** Lopes,217.***.***-**,g************@example.org,6293,1985-01-12
3314,G******** Novais,913.***.***-**,n***************@example.org,3497,1985-05-20
3386,C*** Rosa,920.***.***-**,m*****************@example.org,1131,1985-01-20
3387,O***** Costa,432.***.***-**,m***********@example.com,5511,1985-01-27
3393,M**** Sales,670.***.***-**,l***********@example.net,8129,1985-11-27
3401,H***** Montenegro,148.***.***-**,i*******@example.com,9200,1985-06-13
3677,G****** Ribeiro,345.***.***-**,x******@example.org,0701,1985-03-22
3806,A**** Gonçalves,574.***.***-**,a********@example.net,7262,1985-01-11
3808,S**** Costela,426.***.***-**,l*************@example.org,1968,1985-08-16
3817,H****** Silva,049.***.***-**,j***********@example.net,3330,1985-11-02
3850,E*** Pacheco,814.***.***-**,b******@example.com,9733,1985-12-01
3916,G******* Viana,580.***.***-**,m***********@example.com,1858,1985-12-11
3928,S**** Rodrigues,956.***.***-**,l******@example.com,5497,1985-11-28
3988,S*** Costa,846.***.***-**,m********@example.net,1090,1985-02-03
4003,D**** Silva,754.***.***-**,o*****************@example.com,0289,1985-09-09
