id,nome,cpf,email,telefone,data_nascimento
197,R****** Nunes,726.***.***-**,s*******@example.org,8797,1978-09-18
209,H****** Rosa,791.***.***-**,a************@example.org,9874,1978-05-27
210,M*** Cruz,413.***.***-**,b**********@example.org,1118,1978-05-04
226,V**** Lima,521.***.***-**,s***********@example.net,2759,1978-02-21
272,C**** Câmara,482.***.***-**,b***************@example.net,7185,1978-12-04
302,R*** Moraes,945.***.***-**,v*********@example.com,8531,1978-06-24
307,L****** Duarte,391.***.***-**,k**********@example.org,6896,1978-12-31
454,L******* Garcia,412.***.***-**,w****@example.net,6695,1978-01-13
503,F***** Sá,782.***.***-**,o**@example.org,5053,1978-04-18
584,J****** Fogaça,593.***.***-**,m**************@example.org,6714,1978-04-20
654,A** Farias,097.***.***-**,f**********@example.com,7416,1978-05-12
688,C*** Souza,634.***.***-**,a*******@example.net,7678,1978-11-20
829,S**** Costa,983.***.***-**,d************@example.net,5737,1978-05-27
846,L****** Rodrigues,523.***.***-**,j***********@example.org,6327,1978-12-08
876,A***** Costela,947.***.***-**,w*****@example.net,7951,1978-02-01
915,V**** Ferreira,146.***.***-**,l******@example.net,7795,1978-08-16
987,G******* Machado,801.***.***-**,d***********@example.net,5081,1978-10-21
1076,S**** Conceição,305.***.***-**,m*********@example.com,8197,1978-11-13
1147,S** Mendes,208.***.***-**,o*****@example.com,1891,1978-08-19
1161,A**** Rios,315.***.***-**,n************@example.com,8485,1978-12-31
1223,T******* Vasconcelos,928.***.***-**,m*********@example.net,6893,1978-04-26
1229,A******** Neves,253.***.***-**,l********@example.org,9326,1978-08-28
1248,A***** Mendes,521.***.***-**,r*****@example.net,0555,1978-01-17
1277,L** Teixeira,013.***.***-**,s******@example.net,3806,1978-02-16
1319,V**** Azevedo,186.***.***-**,l*****@example.org,5415,1978-12-28
1512,I****** Aragão,578.***.***-**,c************@example.net,0861,1978-02-03
1557,D*** Cirino,569.***.***-**,l**************@example.net,5051,1978-08-22
1584,L*** Garcia,364.***.***-**,m**********@example.com,0566,1978-12-28
1644,I**** Martins,572.***.***-**,h************@example.org,0216,1978-03-30
1662,D*** Mendonça,961.***.***-**,t*********@example.org,5037,1978-09-12
1672,A***** Moura,864.***.***-**,m***********@example.com,5714,1978-07-30
1776,F******** Pereira,721.***.***-**,a*******@example.org,1643,1978-01-17
1841,Z** Monteiro,324.***.***-**,t*********@example.com,1225,1978-07-11
1939,Y*** Andrade,803.***.***-**,s**************@example.com,8874,1978-09-21
2212,E**** Melo,201.***.***-**,h******@example.com,8644,1978-12-22
2229,C*** Cassiano,730.***.***-**,j************@example.net,1320,1978-04-23
2284,M**** Cavalcanti,084.***.***-**,k*******@example.org,3787,1978-12-23
