id,nome,cpf,email,telefone,data_nascimento
32,S** Monteiro,379.***.***-**,j****************@example.net,7519,1962-04-09
53,V******** Mendes,196.***.***-**,p****************@example.com,2746,1962-03-15
96,A**** Vasconcelos,380.***.***-**,g*****@example.com,6930,1962-09-23
122,B****** Fogaça,560.***.***-**,s****************@example.com,9604,1962-10-02
339,D*** Viana,693.***.***-**,a*************@example.org,9663,1962-06-10
354,I******* Mota,694.***.***-**,m******************@example.com,4188,1962-05-27
441,A****** Souza,620.***.***-**,z*****@example.org,9545,1962-09-21
508,A** Cardoso,890.***.***-**,e********@example.net,9220,1962-12-03
522,A**** Costa,486.***.***-**,o***********@example.org,4429,1962-07-11
560,A***** Moraes,617.***.***-**,s******@example.org,9636,1962-09-03
603,A***** Grande,063.***.***-**,a************@example.com,3067,1962-08-07
644,D** Pereira,297.***.***-**,b**********@example.org,7842,1962-01-11
695,J*** Costa,034.***.***-**,m*************@example.org,2480,1962-01-18
768,H****** Araújo,328.***.***-**,r********@example.com,2603,1962-02-04
906,T******* Alves,785.***.***-**,m*********@example.net,0354,1962-01-18
959,L*** Moreira,849.***.***-**,a*********************@example.com,7819,1962-09-26
1065,D** Garcia,158.***.***-**,a****@example.org,5632,1962-05-09
1097,M**** Vieira,295.***.***-**,r*****@example.com,7405,1962-11-18
1124,A****** Silva,679.***.***-**,a**********@example.net,7745,1962-10-26
1215,B***** Camargo,487.***.***-**,a*******@example.com,7769,1962-07-26
1279,M****** Cassiano,296.***.***-**,b*******@example.net,6339,1962-09-16
1335,L*** Jesus,237.***.***-**,d*****************@example.com,6432,1962-09-18
1343,N*** Correia,820.***.***-**,n*********@example.net,6594,1962-08-16
1440,D** Moura,508.***.***-**,t*****@example.com,6987,1962-05-13
1525,M***** Cunha,763.***.***-**,m******@example.org,2787,1962-08-03
1539,J*** Lopes,478.***.***-**,v******@example.com,3780,1962-12-07
1617,S** Brito,769.***.***-**,m***********@example.org,7488,1962-07-30
1626,S**** Borges,407.***.***-**,n**********@example.com,8196,1962-05-14
1710,S**** Costa,762.***.***-**,t*******@example.com,2949,1962-04-07
