id,nome,cpf,email,telefone,data_nascimento
5,L*** Pimenta,725.***.***-**,a**********@example.com,9746,1995-07-05
33,Y***** Rosa,812.***.***-**,s******@example.net,8579,1995-03-14
68,A**** Aragão,607.***.***-**,f************@example.org,4149,1995-07-17
92,D** Pacheco,912.***.***-**,j****@example.com,9316,1995-02-10
101,S***** Costa,468.***.***-**,c*************@example.com,5555,1995-10-13
147,E***** Mata,756.***.***-**,w******@example.org,1322,1995-05-02
174,G******* Barros,659.***.***-**,l********@example.net,7702,1995-12-10
245,A** Montenegro,012.***.***-**,m**********@example.net,2611,1995-08-01
257,S*** Araújo,941.***.***-**,c***********@example.com,1259,1995-05-18
281,M**** Neves,861.***.***-**,g*****************@example.net,5418,1995-07-08
304,H***** Machado,942.***.***-**,m**********@example.com,1506,1995-11-16
333,B***** Silveira,178.***.***-**,k****@example.com,1435,1995-04-30
361,M**** Siqueira,523.***.***-**,r********@example.org,4793,1995-05-06
401,G****** Rocha,071.***.***-**,c****************@example.org,6731,1995-06-23
586,A******** Nascimento,014.***.***-**,s***********@example.org,1254,1995-02-11
611,C***** Araújo,397.***.***-**,d*********@example.net,0541,1995-04-14
614,L**** Moraes,829.***.***-**,a********@example.com,6412,1995-08-15
666,S** Cirino,163.***.***-**,a**********@example.net,7033,1995-11-05
692,R*** Macedo,358.***.***-**,h*************@example.com,1239,1995-01-04
726,S***** Machado,748.***.***-**,l**************@example.org,7116,1995-08-24
923,A***** Viana,652.***.***-**,i*******@example.org,2869,1995-03-15
940,V******* Barros,924.***.***-**,f**********@example.org,8071,1995-12-13
1070,Y*** Carvalho,236.***.***-**,d***********@example.com,4607,1995-07-04
1120,E******** Vieira,319.***.***-**,k******@example.org,9435,1995-01-29
1160,N****** Costela,971.***.***-**,j************@example.net,3725,1995-09-02
1176,S*** Cassiano,395.***.***-**,g******@example.org,4687,1995-09-28
1194,J**** Luz,078.***.***-**,d**************@example.net,4918,1995-01-13
1351,R*** Gomes,175.***.***-**,f*********@example.com,7684,1995-11-25
1406,S**** Freitas,325.***.***-**,o*****@example.org,2671,1995-11-15
1466,D*** Porto,492.***.***-**,g*********@example.net,0851,1995-08-03
1491,L**** Melo,148.***.***-**,e*******@example.com,1163,1995-12-29
1547,K****** Porto,092.***.***-**,a**********@example.com,1876,1995-10-08
1561,I**** Paz,378.***.***-**,l***********@example.net,1198,1995-10-01
1599,A** Cavalcante,879.***.***-**,m****************@example.net,4261,1995-05-29
1602,H**** Campos,968.***.***-**,p*******@example.org,9092,1995-05-05
1624,S*** Costa,503.***.***-**,c*****@example.com,2203,1995-02-24
1632,J*** Cassiano,173.***.***-**,t*********@example.net,0411,1995-04-09
1683,Y*** Marques,248.***.***-**,e*******@example.org,6418,1995-02-23
1712,D*** Brito,192.***.***-**,l**********@example.com,9339,1995-09-18
1835,A***** Mata,713.***.***-**,c********@example.org,6614,1995-02-27
1837,R*** Porto,340.***.***-**,m***********@example.org,5212,1995-04-30
1850,R*** Sampaio,372.***.***-**,a*********@example.com,8283,1995-03-23
1853,D*** Freitas,375.***.***-**,v********@example.net,4480,1995-04-01
1912,B***** Jesus,468.***.***-**,c************@example.org,7189,1995-02-25
1951,J*** Cunha,365.***.***-**,c**************@example.org,1963,1995-04-30
1972,S*** Moreira,582.***.***-**,x*******@example.net,7379,1995-05-12
2042,T*** Nogueira,538.***.***-**,l*********@example.com,3545,1995-03-04
2211,S****** Guerra,384.***.***-**,v**********@example.net,6026,1995-12-16
2231,M**** Silva,136.***.***-**,s*************@example.org,2533,1995-02-05
2265,S**** Sá,728.***.***-**,l***********@example.org,9112,1995-02-28
2332,L**** Sampaio,042.***.***-**,p************@example.org,5578,1995-09-30
2383,Y***** Teixeira,401.***.***-**,m*******@example.com,8234,1995-11-17
2529,R***** Camargo,486.***.***-**,s*********@example.org,5748,1995-02-11
2646,O***** Cassiano,569.***.***-**,b********@example.org,5991,1995-09-20
2703,S**** Abreu,675.***.***-**,d*****************@example.com,7457,1995-02-26
2706,B****** Costa,076.***.***-**,n**********@example.net,7348,1995-07-17
2762,S*** Andrade,017.***.***-**,d********@example.com,4982,1995-05-26
2790,T*** Pacheco,561.***.***-**,l**********@example.org,1996,1995-11-19
2836,D*** Sampaio,214.***.***-**,d****************@example.com,8671,1995-07-24
2955,J*** Teixeira,580.***.***-**,c********************@example.net,8803,1995-08-22
2957,S**** Aparecida,826.***.***-**,f**************@example.net,2220,1995-09-27
2985,Í*** Peixoto,804.***.***-**,h*************@example.org,5532,1995-01-13
3081,J*** Freitas,591.***.***-**,b*******@example.net,9569,1995-03-30
3196,C***** Cassiano,369.***.***-**,c************@example.net,8224,1995-04-24
